id,state,place,name,abbr
,01,00124,Abbeville city,AL
,01,00460,Adamsville city,AL
,01,00484,Addison town,AL
,01,00676,Akron town,AL
,01,00820,Alabaster city,AL
,01,00988,Albertville city,AL
,01,01132,Alexander City city,AL
,01,01228,Aliceville city,AL
,01,01396,Allgood town,AL
,01,01660,Altoona town,AL
,01,01708,Andalusia city,AL
,01,01756,Anderson town,AL
,01,01852,Anniston city,AL
,01,02116,Arab city,AL
,01,02260,Ardmore town,AL
,01,02320,Argo town,AL
,01,02428,Ariton town,AL
,01,02500,Arley town,AL
,01,02836,Ashford town,AL
,01,02860,Ashland town,AL
,01,02908,Ashville city,AL
,01,02956,Athens city,AL
,01,03004,Atmore city,AL
,01,03028,Attalla city,AL
,01,03076,Auburn city,AL
,01,03220,Autaugaville town,AL
,01,03364,Avon town,AL
,01,03556,Babbie town,AL
,01,03676,Baileyton town,AL
,01,03724,Bakerhill town,AL
,01,03940,Banks town,AL
,01,04660,Bay Minette city,AL
,01,04684,Bayou La Batre city,AL
,01,04852,Bear Creek town,AL
,01,04900,Beatrice town,AL
,01,04948,Beaverton town,AL
,01,05164,Belk town,AL
,01,05692,Benton town,AL
,01,05812,Berlin town,AL
,01,05932,Berry town,AL
,01,05980,Bessemer city,AL
,01,06460,Billingsley town,AL
,01,07000,Birmingham city,AL
,01,07120,Black town,AL
,01,07456,Blountsville town,AL
,01,07672,Blue Springs town,AL
,01,07912,Boaz city,AL
,01,08104,Boligee town,AL
,01,08248,Bon Air town,AL
,01,09016,Brantley town,AL
,01,09136,Brent city,AL
,01,09208,Brewton city,AL
,01,09328,Bridgeport city,AL
,01,09400,Brighton city,AL
,01,09424,Brilliant town,AL
,01,09736,Brookside town,AL
,01,09808,Brookwood town,AL
,01,10240,Brundidge city,AL
,01,11032,Butler town,AL
,01,11416,Calera city,AL
,01,11512,Camden city,AL
,01,11680,Camp Hill town,AL
,01,12016,Carbon Hill city,AL
,01,12040,Cardiff town,AL
,01,12160,Carolina town,AL
,01,12304,Carrollton town,AL
,01,12496,Castleberry town,AL
,01,12760,Cedar Bluff town,AL
,01,13264,Center Point city,AL
,01,13648,Centre city,AL
,01,13672,Centreville city,AL
,01,14008,Chatom town,AL
,01,14104,Chelsea city,AL
,01,14152,Cherokee town,AL
,01,14392,Chickasaw city,AL
,01,14464,Childersburg city,AL
,01,15064,Citronelle city,AL
,01,15136,Clanton city,AL
,01,15256,Clay city,AL
,01,15304,Clayhatchee town,AL
,01,15376,Clayton town,AL
,01,15472,Cleveland town,AL
,01,15640,Clio city,AL
,01,16000,Coaling town,AL
,01,16240,Coffee Springs town,AL
,01,16264,Coffeeville town,AL
,01,16312,Coker town,AL
,01,16600,Collinsville town,AL
,01,16684,Colony town,AL
,01,16744,Columbia town,AL
,01,16768,Columbiana city,AL
,01,17176,Coosada town,AL
,01,17368,Cordova city,AL
,01,17824,Cottonwood town,AL
,01,17968,County Line town,AL
,01,18040,Courtland town,AL
,01,18088,Cowarts town,AL
,01,18304,Creola city,AL
,01,18856,Crossville town,AL
,01,18952,Cuba town,AL
,01,18976,Cullman city,AL
,01,19216,Cusseta town,AL
,01,19336,Dadeville city,AL
,01,19360,Daleville city,AL
,01,19648,Daphne city,AL
,01,19744,Dauphin Island town,AL
,01,19816,Daviston town,AL
,01,19912,Dayton town,AL
,01,20008,Deatsville town,AL
,01,20104,Decatur city,AL
,01,20296,Demopolis city,AL
,01,20392,Detroit town,AL
,01,20955,Dodge City town,AL
,01,21136,Dora city,AL
,01,21184,Dothan city,AL
,01,21280,Double Springs town,AL
,01,21328,Douglas town,AL
,01,21448,Dozier town,AL
,01,21952,Dutton town,AL
,01,22216,East Brewton city,AL
,01,22816,Eclectic town,AL
,01,23176,Edwardsville town,AL
,01,23296,Elba city,AL
,01,23320,Elberta town,AL
,01,23344,Eldridge town,AL
,01,23488,Elkmont town,AL
,01,23656,Elmore town,AL
,01,23872,Emelle town,AL
,01,24184,Enterprise city,AL
,01,24256,Epes town,AL
,01,24472,Ethelsville town,AL
,01,24568,Eufaula city,AL
,01,24664,Eutaw town,AL
,01,24688,Eva town,AL
,01,24808,Evergreen city,AL
,01,24880,Excel town,AL
,01,25120,Fairfield city,AL
,01,25240,Fairhope city,AL
,01,25384,Fairview town,AL
,01,25648,Falkville town,AL
,01,25816,Faunsdale town,AL
,01,25840,Fayette city,AL
,01,26200,Five Points town,AL
,01,26824,Flomaton town,AL
,01,26848,Florala town,AL
,01,26896,Florence city,AL
,01,26992,Foley city,AL
,01,27376,Forkland town,AL
,01,27520,Fort Deposit town,AL
,01,27616,Fort Payne city,AL
,01,28024,Franklin town,AL
,01,28312,Frisco City town,AL
,01,28432,Fruithurst town,AL
,01,28504,Fulton town,AL
,01,28552,Fultondale city,AL
,01,28672,Fyffe town,AL
,01,28696,Gadsden city,AL
,01,28768,Gainesville town,AL
,01,28936,Gantt town,AL
,01,29032,Garden City town,AL
,01,29056,Gardendale city,AL
,01,29296,Gaylesville town,AL
,01,29392,Geiger town,AL
,01,29464,Geneva city,AL
,01,29560,Georgiana town,AL
,01,29608,Geraldine town,AL
,01,29704,Gilbertown town,AL
,01,29944,Glen Allen town,AL
,01,29992,Glencoe city,AL
,01,30160,Glenwood town,AL
,01,30448,Goldville town,AL
,01,30496,Good Hope city,AL
,01,30640,Goodwater town,AL
,01,30736,Gordo town,AL
,01,30760,Gordon town,AL
,01,30808,Gordonville town,AL
,01,30880,Goshen town,AL
,01,31096,Grant town,AL
,01,31384,Graysville city,AL
,01,31720,Greensboro city,AL
,01,31912,Greenville city,AL
,01,32056,Grimes town,AL
,01,32080,Grove Hill town,AL
,01,32224,Guin city,AL
,01,32272,Gulf Shores city,AL
,01,32416,Guntersville city,AL
,01,32440,Gurley town,AL
,01,32536,Gu-Win town,AL
,01,32560,Hackleburg town,AL
,01,32656,Haleburg town,AL
,01,32704,Haleyville city,AL
,01,32848,Hamilton city,AL
,01,32896,Hammondville town,AL
,01,32968,Hanceville city,AL
,01,33256,Harpersville town,AL
,01,33424,Hartford city,AL
,01,33448,Hartselle city,AL
,01,33640,Hayden town,AL
,01,33712,Hayneville town,AL
,01,33856,Headland city,AL
,01,33904,Heath town,AL
,01,33976,Heflin city,AL
,01,34024,Helena city,AL
,01,34096,Henagar city,AL
,01,34480,Highland Lake town,AL
,01,34816,Hillsboro town,AL
,01,35152,Hobson City town,AL
,01,35200,Hodges town,AL
,01,35392,Hokes Bluff city,AL
,01,35560,Holly Pond town,AL
,01,35632,Hollywood town,AL
,01,35800,Homewood city,AL
,01,35896,Hoover city,AL
,01,36088,Horn Hill town,AL
,01,36448,Hueytown city,AL
,01,37000,Huntsville city,AL
,01,37096,Hurtsboro town,AL
,01,37264,Hytop town,AL
,01,37312,Ider town,AL
,01,37465,Indian Springs Village city,AL
,01,37864,Irondale city,AL
,01,38152,Jackson city,AL
,01,38248,Jacksons' Gap town,AL
,01,38272,Jacksonville city,AL
,01,38416,Jasper city,AL
,01,38608,Jemison city,AL
,01,39280,Kansas town,AL
,01,39472,Kellyton town,AL
,01,39520,Kennedy town,AL
,01,39784,Killen town,AL
,01,39856,Kimberly city,AL
,01,40072,Kinsey town,AL
,01,40096,Kinston town,AL
,01,40672,La Fayette city,AL
,01,40888,Lakeview town,AL
,01,40928,Lake View town,AL
,01,41296,Lanett city,AL
,01,41368,Langston town,AL
,01,41968,Leeds city,AL
,01,42016,Leesburg town,AL
,01,42160,Leighton town,AL
,01,42352,Lester town,AL
,01,42472,Level Plains town,AL
,01,42640,Lexington town,AL
,01,42808,Libertyville town,AL
,01,43120,Lincoln city,AL
,01,43240,Linden city,AL
,01,43264,Lineville city,AL
,01,43336,Lipscomb city,AL
,01,43384,Lisman town,AL
,01,43648,Littleville town,AL
,01,43720,Livingston city,AL
,01,43744,Loachapoka town,AL
,01,43816,Lockhart town,AL
,01,43888,Locust Fork town,AL
,01,44344,Louisville town,AL
,01,44536,Lowndesboro town,AL
,01,44608,Loxley town,AL
,01,44728,Luverne city,AL
,01,44800,Lynn town,AL
,01,45472,McIntosh town,AL
,01,45496,McKenzie town,AL
,01,45640,McMullen town,AL
,01,45784,Madison city,AL
,01,45904,Madrid town,AL
,01,46072,Magnolia Springs town,AL
,01,46264,Malvern town,AL
,01,46504,Maplesville town,AL
,01,46696,Margaret town,AL
,01,46768,Marion city,AL
,01,47728,Maytown town,AL
,01,48052,Memphis town,AL
,01,48064,Mentone town,AL
,01,48376,Midfield city,AL
,01,48400,Midland City town,AL
,01,48424,Midway town,AL
,01,48712,Millbrook city,AL
,01,48808,Millport town,AL
,01,48832,Millry town,AL
,01,50000,Mobile city,AL
,01,50192,Monroeville city,AL
,01,50312,Montevallo city,AL
,01,51000,Montgomery city,AL
,01,51096,Moody city,AL
,01,51264,Mooresville town,AL
,01,51456,Morris town,AL
,01,51520,Mosses town,AL
,01,51600,Moulton city,AL
,01,51648,Moundville town,AL
,01,51696,Mountain Brook city,AL
,01,52608,Mount Vernon town,AL
,01,52776,Mulga town,AL
,01,52848,Munford town,AL
,01,53016,Muscle Shoals city,AL
,01,53112,Myrtlewood town,AL
,01,53256,Napier Field town,AL
,01,53376,Natural Bridge town,AL
,01,53400,Nauvoo town,AL
,01,53448,Nectar town,AL
,01,53472,Needham town,AL
,01,53784,Newbern town,AL
,01,53856,New Brockton town,AL
,01,54168,New Hope city,AL
,01,54432,New Site town,AL
,01,54480,Newton town,AL
,01,54600,Newville town,AL
,01,55044,North Courtland town,AL
,01,55152,North Johns town,AL
,01,55200,Northport city,AL
,01,55440,Notasulga town,AL
,01,55752,Oak Grove town,AL
,01,55848,Oak Hill town,AL
,01,55992,Oakman town,AL
,01,56400,Odenville town,AL
,01,56472,Ohatchee town,AL
,01,57000,Oneonta city,AL
,01,57024,Onycha town,AL
,01,57048,Opelika city,AL
,01,57120,Opp city,AL
,01,57144,Orange Beach city,AL
,01,57240,Orrville town,AL
,01,57504,Owens Cross Roads town,AL
,01,57576,Oxford city,AL
,01,57648,Ozark city,AL
,01,57696,Paint Rock town,AL
,01,58272,Parrish town,AL
,01,58848,Pelham city,AL
,01,58896,Pell City city,AL
,01,58968,Pennington town,AL
,01,59088,Perdido Beach town,AL
,01,59328,Petrey town,AL
,01,59472,Phenix City city,AL
,01,59496,Phil Campbell town,AL
,01,59592,Pickensville town,AL
,01,59640,Piedmont city,AL
,01,59760,Pike Road town,AL
,01,59832,Pinckard town,AL
,01,59880,Pine Apple town,AL
,01,60240,Pine Hill town,AL
,01,60372,Pine Ridge town,AL
,01,60648,Pinson city,AL
,01,60720,Pisgah town,AL
,01,61008,Pleasant Grove city,AL
,01,61038,Pleasant Groves town,AL
,01,61536,Pollard town,AL
,01,62075,Powell town,AL
,01,62328,Prattville city,AL
,01,62472,Priceville town,AL
,01,62496,Prichard city,AL
,01,62688,Providence town,AL
,01,63216,Ragland town,AL
,01,63288,Rainbow City city,AL
,01,63336,Rainsville city,AL
,01,63408,Ranburne town,AL
,01,63576,Red Bay city,AL
,01,63768,Red Level town,AL
,01,63984,Reece City town,AL
,01,64104,Reform town,AL
,01,64152,Rehobeth town,AL
,01,64368,Repton town,AL
,01,64656,Ridgeville town,AL
,01,64776,River Falls town,AL
,01,64920,Riverside city,AL
,01,65016,Riverview town,AL
,01,65040,Roanoke city,AL
,01,65208,Robertsdale city,AL
,01,65472,Rockford town,AL
,01,66216,Rogersville town,AL
,01,66408,Rosa town,AL
,01,67056,Russellville city,AL
,01,67176,Rutledge town,AL
,01,67536,St. Florian town,AL
,01,67800,Samson city,AL
,01,67920,Sand Rock town,AL
,01,68016,Sanford town,AL
,01,68160,Saraland city,AL
,01,68280,Sardis City town,AL
,01,68352,Satsuma city,AL
,01,68736,Scottsboro city,AL
,01,69000,Section town,AL
,01,69120,Selma city,AL
,01,69240,Semmes city,AL
,01,69648,Sheffield city,AL
,01,69840,Shiloh town,AL
,01,70128,Shorter town,AL
,01,70416,Silas town,AL
,01,70536,Silverhill town,AL
,01,70704,Sipsey town,AL
,01,70896,Skyline town,AL
,01,71040,Slocomb city,AL
,01,71190,Smiths Station city,AL
,01,71280,Snead town,AL
,01,71496,Somerville town,AL
,01,71832,Southside city,AL
,01,71900,South Vinemont town,AL
,01,71976,Spanish Fort city,AL
,01,72600,Springville city,AL
,01,72888,Steele town,AL
,01,73080,Stevenson city,AL
,01,73728,Sulligent city,AL
,01,73848,Sumiton city,AL
,01,73872,Summerdale town,AL
,01,74160,Susan Moore town,AL
,01,74304,Sweet Water town,AL
,01,74352,Sylacauga city,AL
,01,74400,Sylvania town,AL
,01,74424,Sylvan Springs town,AL
,01,74592,Talladega city,AL
,01,74616,Talladega Springs town,AL
,01,74688,Tallassee city,AL
,01,74976,Tarrant city,AL
,01,75096,Taylor town,AL
,01,75936,Thomaston town,AL
,01,75960,Thomasville city,AL
,01,76080,Thorsby town,AL
,01,76584,Town Creek town,AL
,01,76632,Toxey town,AL
,01,76680,Trafford town,AL
,01,76824,Triana town,AL
,01,76872,Trinity town,AL
,01,76920,Troy city,AL
,01,76944,Trussville city,AL
,01,77256,Tuscaloosa city,AL
,01,77280,Tuscumbia city,AL
,01,77304,Tuskegee city,AL
,01,77352,Twin town,AL
,01,77616,Union town,AL
,01,77784,Union Grove town,AL
,01,77880,Union Springs city,AL
,01,77904,Uniontown town,AL
,01,78204,Valley city,AL
,01,78232,Valley Grande city,AL
,01,78240,Valley Head town,AL
,01,78264,Vance town,AL
,01,78480,Vernon city,AL
,01,78552,Vestavia Hills city,AL
,01,78984,Vina town,AL
,01,79008,Vincent town,AL
,01,79272,Vredenburgh town,AL
,01,79344,Wadley town,AL
,01,79488,Waldo town,AL
,01,79728,Walnut Grove town,AL
,01,79944,Warrior city,AL
,01,80064,Waterloo town,AL
,01,80256,Waverly town,AL
,01,80352,Weaver city,AL
,01,80376,Webb town,AL
,01,80496,Wedowee town,AL
,01,80928,West Blocton town,AL
,01,81336,West Jefferson town,AL
,01,81504,Westover town,AL
,01,81528,West Point town,AL
,01,81720,Wetumpka city,AL
,01,81912,White Hall town,AL
,01,82848,Wilsonville town,AL
,01,82872,Wilton town,AL
,01,82992,Winfield city,AL
,01,83400,Woodland town,AL
,01,83640,Woodstock town,AL
,01,83664,Woodville town,AL
,01,83976,Yellow Bluff town,AL
,01,84096,York city,AL
,02,00065,Adak city,AK
,02,00650,Akhiok city,AK
,02,00870,Akiak city,AK
,02,01090,Akutan city,AK
,02,01200,Alakanuk city,AK
,02,01420,Aleknagik city,AK
,02,01860,Allakaket city,AK
,02,01970,Ambler city,AK
,02,02080,Anaktuvuk Pass city,AK
,02,03000,Anchorage municipality,AK
,02,03220,Anderson city,AK
,02,03440,Angoon city,AK
,02,03550,Aniak city,AK
,02,03880,Anvik city,AK
,02,04210,Atka city,AK
,02,04500,Atqasuk city,AK
,02,06520,Bethel city,AK
,02,06630,Bettles city,AK
,02,08740,Brevig Mission city,AK
,02,09600,Buckland city,AK
,02,12680,Chefornak city,AK
,02,13230,Chevak city,AK
,02,13550,Chignik city,AK
,02,14330,Chuathbaluk city,AK
,02,15430,Clark's Point city,AK
,02,16360,Coffman Cove city,AK
,02,16530,Cold Bay city,AK
,02,17410,Cordova city,AK
,02,17740,Craig city,AK
,02,18510,Deering city,AK
,02,18620,Delta Junction city,AK
,02,18950,Dillingham city,AK
,02,19060,Diomede city,AK
,02,20380,Eagle city,AK
,02,20970,Edna Bay city,AK
,02,21040,Eek city,AK
,02,21150,Egegik city,AK
,02,21810,Ekwok city,AK
,02,22250,Elim city,AK
,02,22910,Emmonak city,AK
,02,24230,Fairbanks city,AK
,02,24660,False Pass city,AK
,02,26760,Fort Yukon city,AK
,02,27530,Galena city,AK
,02,27640,Gambell city,AK
,02,29180,Golovin city,AK
,02,29290,Goodnews Bay city,AK
,02,30060,Grayling city,AK
,02,30940,Gustavus city,AK
,02,33030,Holy Cross city,AK
,02,33140,Homer city,AK
,02,33360,Hoonah city,AK
,02,33470,Hooper Bay city,AK
,02,33800,Houston city,AK
,02,33910,Hughes city,AK
,02,34350,Huslia city,AK
,02,34460,Hydaburg city,AK
,02,36400,Juneau city and borough,AK
,02,36540,Kachemak city,AK
,02,36770,Kake city,AK
,02,36990,Kaktovik city,AK
,02,37430,Kaltag city,AK
,02,37650,Kasaan city,AK
,02,38420,Kenai city,AK
,02,38970,Ketchikan city,AK
,02,39300,Kiana city,AK
,02,39410,King Cove city,AK
,02,39960,Kivalina city,AK
,02,40400,Klawock city,AK
,02,40840,Kobuk city,AK
,02,40950,Kodiak city,AK
,02,41720,Kotlik city,AK
,02,41830,Kotzebue city,AK
,02,41940,Koyuk city,AK
,02,42050,Koyukuk city,AK
,02,42160,Kupreanof city,AK
,02,42380,Kwethluk city,AK
,02,43040,Larsen Bay city,AK
,02,45460,Lower Kalskag city,AK
,02,46010,McGrath city,AK
,02,46890,Manokotak city,AK
,02,47000,Marshall city,AK
,02,47990,Mekoryuk city,AK
,02,51180,Mountain Village city,AK
,02,52390,Napakiak city,AK
,02,52720,Napaskiak city,AK
,02,53050,Nenana city,AK
,02,53270,Newhalen city,AK
,02,53710,New Stuyahok city,AK
,02,53930,Nightmute city,AK
,02,54150,Nikolai city,AK
,02,54920,Nome city,AK
,02,55030,Nondalton city,AK
,02,55140,Noorvik city,AK
,02,55910,North Pole city,AK
,02,56320,Nuiqsut city,AK
,02,56350,Nulato city,AK
,02,56600,Nunam Iqua city,AK
,02,56680,Nunapitchuk city,AK
,02,57340,Old Harbor city,AK
,02,58550,Ouzinkie city,AK
,02,58660,Palmer city,AK
,02,59650,Pelican city,AK
,02,60640,Pilot Point city,AK
,02,60750,Pilot Station city,AK
,02,61080,Platinum city,AK
,02,61630,Point Hope city,AK
,02,62510,Port Alexander city,AK
,02,63390,Port Heiden city,AK
,02,63610,Port Lions city,AK
,02,64600,Quinhagak city,AK
,02,65590,Ruby city,AK
,02,65700,Russian Mission city,AK
,02,65800,St. George city,AK
,02,66140,St. Mary's city,AK
,02,66360,St. Michael city,AK
,02,66470,St. Paul city,AK
,02,67020,Sand Point city,AK
,02,67460,Savoonga city,AK
,02,67570,Saxman city,AK
,02,67680,Scammon Bay city,AK
,02,68230,Selawik city,AK
,02,68340,Seldovia city,AK
,02,68560,Seward city,AK
,02,68670,Shageluk city,AK
,02,68890,Shaktoolik city,AK
,02,69770,Shishmaref city,AK
,02,70100,Shungnak city,AK
,02,70540,Sitka city and borough,AK
,02,71640,Soldotna city,AK
,02,72960,Stebbins city,AK
,02,75160,Tanana city,AK
,02,75930,Teller city,AK
,02,76260,Tenakee Springs city,AK
,02,77140,Thorne Bay city,AK
,02,77690,Togiak city,AK
,02,78240,Toksook Bay city,AK
,02,80660,Unalakleet city,AK
,02,80770,Unalaska city,AK
,02,81320,Upper Kalskag city,AK
,02,81920,Utqiagvik city,AK
,02,82200,Valdez city,AK
,02,82750,Wainwright city,AK
,02,82860,Wales city,AK
,02,83080,Wasilla city,AK
,02,84000,Whale Pass city,AK
,02,84070,White Mountain city,AK
,02,84510,Whittier city,AK
,02,86380,Wrangell city and borough,AK
,04,02830,Apache Junction city,AZ
,04,04720,Avondale city,AZ
,04,05770,Benson city,AZ
,04,06260,Bisbee city,AZ
,04,07940,Buckeye city,AZ
,04,08220,Bullhead City city,AZ
,04,09690,Camp Verde town,AZ
,04,10180,Carefree town,AZ
,04,10530,Casa Grande city,AZ
,04,11300,Cave Creek town,AZ
,04,12000,Chandler city,AZ
,04,12840,Chino Valley town,AZ
,04,13890,Clarkdale town,AZ
,04,14380,Clifton town,AZ
,04,14870,Colorado City town,AZ
,04,15500,Coolidge city,AZ
,04,16410,Cottonwood city,AZ
,04,19145,Dewey-Humboldt town,AZ
,04,20050,Douglas city,AZ
,04,20750,Duncan town,AZ
,04,20960,Eagar town,AZ
,04,22220,El Mirage city,AZ
,04,22360,Eloy city,AZ
,04,23620,Flagstaff city,AZ
,04,23760,Florence town,AZ
,04,25300,Fountain Hills town,AZ
,04,25720,Fredonia town,AZ
,04,27050,Gila Bend town,AZ
,04,27400,Gilbert town,AZ
,04,27820,Glendale city,AZ
,04,28030,Globe city,AZ
,04,28380,Goodyear city,AZ
,04,30270,Guadalupe town,AZ
,04,32020,Hayden town,AZ
,04,33280,Holbrook city,AZ
,04,34120,Huachuca City town,AZ
,04,36290,Jerome town,AZ
,04,37200,Kearny town,AZ
,04,37620,Kingman city,AZ
,04,39370,Lake Havasu City city,AZ
,04,41330,Litchfield Park city,AZ
,04,43990,Mammoth town,AZ
,04,44270,Marana town,AZ
,04,44410,Maricopa city,AZ
,04,46000,Mesa city,AZ
,04,46350,Miami town,AZ
,04,49640,Nogales city,AZ
,04,51600,Oro Valley town,AZ
,04,51810,Page city,AZ
,04,52930,Paradise Valley town,AZ
,04,53070,Parker town,AZ
,04,53490,Patagonia town,AZ
,04,53700,Payson town,AZ
,04,54050,Peoria city,AZ
,04,55000,Phoenix city,AZ
,04,55560,Pima town,AZ
,04,55980,Pinetop-Lakeside town,AZ
,04,57380,Prescott city,AZ
,04,57450,Prescott Valley town,AZ
,04,58010,Quartzsite town,AZ
,04,58150,Queen Creek town,AZ
,04,62000,Safford city,AZ
,04,62140,Sahuarita town,AZ
,04,62350,St. Johns city,AZ
,04,63470,San Luis city,AZ
,04,65000,Scottsdale city,AZ
,04,65350,Sedona city,AZ
,04,66470,Show Low city,AZ
,04,66820,Sierra Vista city,AZ
,04,67800,Snowflake town,AZ
,04,68080,Somerton city,AZ
,04,68850,South Tucson city,AZ
,04,68990,Springerville town,AZ
,04,69480,Star Valley town,AZ
,04,71300,Superior town,AZ
,04,71510,Surprise city,AZ
,04,72420,Taylor town,AZ
,04,73000,Tempe city,AZ
,04,73420,Thatcher town,AZ
,04,74190,Tolleson city,AZ
,04,74400,Tombstone city,AZ
,04,77000,Tucson city,AZ
,04,77490,Tusayan town,AZ
,04,81480,Wellton town,AZ
,04,82740,Wickenburg town,AZ
,04,83090,Willcox city,AZ
,04,83160,Williams city,AZ
,04,83790,Winkelman town,AZ
,04,83930,Winslow city,AZ
,04,85400,Youngtown town,AZ
,04,85540,Yuma city,AZ
,05,00250,Adona city,AR
,05,00580,Alexander city,AR
,05,00700,Alicia town,AR
,05,00940,Allport town,AR
,05,00970,Alma city,AR
,05,01030,Almyra town,AR
,05,01060,Alpena town,AR
,05,01150,Altheimer city,AR
,05,01210,Altus city,AR
,05,01270,Amagon town,AR
,05,01360,Amity city,AR
,05,01457,Anthonyville town,AR
,05,01540,Antoine town,AR
,05,01870,Arkadelphia city,AR
,05,01990,Arkansas City city,AR
,05,02380,Ashdown city,AR
,05,02470,Ash Flat city,AR
,05,02590,Atkins city,AR
,05,02680,Aubrey town,AR
,05,02740,Augusta city,AR
,05,02860,Austin city,AR
,05,03040,Avoca town,AR
,05,03280,Bald Knob city,AR
,05,03430,Banks town,AR
,05,03640,Barling city,AR
,05,03940,Bassett town,AR
,05,04030,Batesville city,AR
,05,04090,Bauxite town,AR
,05,04180,Bay city,AR
,05,04420,Bearden city,AR
,05,04540,Beaver town,AR
,05,04600,Beebe city,AR
,05,04720,Beedeville town,AR
,05,04840,Bella Vista city,AR
,05,04900,Bellefonte town,AR
,05,04960,Belleville city,AR
,05,05260,Ben Lomond town,AR
,05,05290,Benton city,AR
,05,05320,Bentonville city,AR
,05,05440,Bergman town,AR
,05,05560,Berryville city,AR
,05,05740,Bethel Heights city,AR
,05,05920,Bigelow town,AR
,05,05980,Big Flat town,AR
,05,06040,Biggers town,AR
,05,06340,Birdsong town,AR
,05,06610,Black Oak town,AR
,05,06700,Black Rock city,AR
,05,06730,Black Springs town,AR
,05,07030,Blevins city,AR
,05,07150,Blue Eye town,AR
,05,07210,Blue Mountain town,AR
,05,07270,Bluff City town,AR
,05,07330,Blytheville city,AR
,05,07450,Bodcaw town,AR
,05,07540,Bonanza city,AR
,05,07630,Bono city,AR
,05,07720,Booneville city,AR
,05,08260,Bradford city,AR
,05,08290,Bradley city,AR
,05,08440,Branch city,AR
,05,08665,Briarcliff city,AR
,05,08950,Brinkley city,AR
,05,09100,Brookland city,AR
,05,09460,Bryant city,AR
,05,09550,Buckner city,AR
,05,09790,Bull Shoals city,AR
,05,09880,Burdette town,AR
,05,10300,Cabot city,AR
,05,10360,Caddo Valley town,AR
,05,10450,Caldwell town,AR
,05,10480,Cale town,AR
,05,10570,Calico Rock city,AR
,05,10600,Calion city,AR
,05,10720,Camden city,AR
,05,10780,Cammack Village city,AR
,05,10900,Campbell Station city,AR
,05,11410,Caraway city,AR
,05,11500,Carlisle city,AR
,05,11830,Carthage city,AR
,05,11890,Casa town,AR
,05,11920,Cash town,AR
,05,12190,Caulksville town,AR
,05,12280,Cave City city,AR
,05,12340,Cave Springs city,AR
,05,12520,Cedarville city,AR
,05,12820,Centerton city,AR
,05,13120,Central City town,AR
,05,13300,Charleston city,AR
,05,13450,Cherokee Village city,AR
,05,13540,Cherry Valley city,AR
,05,13570,Chester town,AR
,05,13750,Chidester city,AR
,05,13990,Clarendon city,AR
,05,14050,Clarkedale city,AR
,05,14140,Clarksville city,AR
,05,14260,Clinton city,AR
,05,14500,Coal Hill city,AR
,05,14950,Colt city,AR
,05,15100,Concord town,AR
,05,15190,Conway city,AR
,05,15310,Corinth town,AR
,05,15460,Corning city,AR
,05,15490,Cotter city,AR
,05,15550,Cotton Plant city,AR
,05,15700,Cove town,AR
,05,15790,Coy town,AR
,05,15940,Crawfordsville town,AR
,05,16240,Crossett city,AR
,05,16930,Cushman city,AR
,05,17140,Daisy town,AR
,05,17290,Damascus town,AR
,05,17320,Danville city,AR
,05,17380,Dardanelle city,AR
,05,17410,Datto town,AR
,05,17740,Decatur city,AR
,05,18010,Delaplaine town,AR
,05,18100,Delight city,AR
,05,18160,Dell town,AR
,05,18370,Denning town,AR
,05,18490,De Queen city,AR
,05,18520,Dermott city,AR
,05,18550,Des Arc city,AR
,05,18640,De Valls Bluff city,AR
,05,18790,DeWitt city,AR
,05,18850,Diamond City city,AR
,05,18940,Diaz city,AR
,05,18970,Dierks city,AR
,05,19450,Donaldson town,AR
,05,19600,Dover city,AR
,05,19990,Dumas city,AR
,05,20200,Dyer city,AR
,05,20230,Dyess town,AR
,05,20320,Earle city,AR
,05,20440,East Camden town,AR
,05,20830,Edmondson town,AR
,05,20920,Egypt town,AR
,05,20950,Elaine city,AR
,05,21070,El Dorado city,AR
,05,21190,Elkins city,AR
,05,21430,Elm Springs city,AR
,05,21580,Emerson town,AR
,05,21610,Emmet city,AR
,05,21730,England city,AR
,05,21820,Enola town,AR
,05,22120,Etowah town,AR
,05,22180,Eudora city,AR
,05,22240,Eureka Springs city,AR
,05,22360,Evening Shade city,AR
,05,22450,Everton town,AR
,05,22660,Fairfield Bay city,AR
,05,23140,Fargo town,AR
,05,23170,Farmington city,AR
,05,23290,Fayetteville city,AR
,05,23320,Felsenthal town,AR
,05,23680,Fifty-Six city,AR
,05,23800,Fisher city,AR
,05,24010,Flippin city,AR
,05,24220,Fordyce city,AR
,05,24250,Foreman city,AR
,05,24430,Forrest City city,AR
,05,24550,Fort Smith city,AR
,05,24640,Fouke city,AR
,05,24670,Fountain Hill town,AR
,05,24700,Fountain Lake town,AR
,05,24760,Fourche town,AR
,05,25030,Franklin town,AR
,05,25060,Fredonia (Biscoe) town,AR
,05,25180,Friendship town,AR
,05,25360,Fulton town,AR
,05,25750,Garfield town,AR
,05,25780,Garland town,AR
,05,25900,Garner town,AR
,05,26050,Gassville city,AR
,05,26110,Gateway town,AR
,05,26290,Gentry city,AR
,05,26440,Georgetown town,AR
,05,26800,Gilbert town,AR
,05,26980,Gillett city,AR
,05,27010,Gillham town,AR
,05,27040,Gilmore city,AR
,05,27310,Glenwood city,AR
